num_observations,balanced_accuracy,accuracy,f1_macro,recall,precision
102,0.7691704474818775,0.8754960317460317,0.7446951499162213,0.7691704474818775,0.7265115413253909
199,0.7540674640481526,0.8839285714285714,0.7466466165413534,0.7540674640481526,0.7398924338154667
302,0.7800350836056036,0.8799603174603174,0.7542072818067683,0.7800350836056036,0.735049193903261
501,0.7883856896052099,0.8829365079365079,0.7609953703703702,0.7883856896052099,0.7408242094199057
