num_observations,balanced_accuracy,accuracy,f1_macro,recall,precision
102,0.727440644334971,0.6200396825396826,0.5486020089726786,0.727440644334971,0.6014516563505525
199,0.7644388060956105,0.8179563492063492,0.6907415836853846,0.7644388060956105,0.6655032534957773
302,0.761235712721457,0.7514880952380952,0.6414017490086336,0.761235712721457,0.633878164578487
501,0.7085682747758608,0.8219246031746031,0.6687086740684286,0.7085682747758608,0.6492660655031789
